N,GPU_SIEVE,CPU_SIEVE,CPU_CLASSIC
78370,0.000013,0.001331,0.265688
78380,0.000014,0.001265,0.269925
78390,0.000013,0.001392,0.263004
78400,0.000012,0.001230,0.270865
78410,0.000014,0.001299,0.280513
78420,0.000014,0.001306,0.265033
78430,0.000016,0.001227,0.273878
78440,0.000013,0.001637,0.265643
78450,0.000033,0.001279,0.268548
78460,0.000016,0.001259,0.282583
78470,0.000034,0.001323,0.266362
78480,0.000014,0.001253,0.265665
78490,0.000012,0.001268,0.274031
78500,0.000014,0.001264,0.262502
78510,0.000016,0.001250,0.269156
78520,0.000016,0.001471,0.285850
78530,0.000014,0.001576,0.303797
78540,0.000016,0.001574,0.303069
78550,0.000020,0.001604,0.315452
78560,0.000014,0.001591,0.304691
78570,0.000017,0.001582,0.293038
78580,0.000015,0.001535,0.296146
78590,0.000015,0.001521,0.308523
78600,0.000014,0.001461,0.311262
78610,0.000013,0.001466,0.294862
78620,0.000014,0.001519,0.290527
78630,0.000013,0.002288,0.346594
78640,0.000015,0.001631,0.324683
78650,0.000015,0.001487,0.289679
78660,0.000015,0.001470,0.283546
78670,0.000014,0.001472,0.286816
78680,0.000016,0.001358,0.287836
78690,0.000013,0.001472,0.283811
78700,0.000014,0.001395,0.283663
78710,0.000013,0.001468,0.278318
78720,0.000013,0.001369,0.276107
78730,0.000014,0.001470,0.276456
78740,0.000012,0.001445,0.338057
78750,0.000018,0.001387,0.268668
78760,0.000011,0.001372,0.266555
78770,0.000012,0.001306,0.263216
78780,0.000013,0.001389,0.323186
78790,0.000014,0.001429,0.272453
78800,0.000016,0.001328,0.262134
78810,0.000014,0.001369,0.262374
78820,0.000014,0.001300,0.262249
78830,0.000033,0.001655,0.272495
78840,0.000027,0.001268,0.268144
78850,0.000013,0.001315,0.270975
78860,0.000013,0.001341,0.257767
78870,0.000014,0.001346,0.256758
78880,0.000013,0.001345,0.287044
78890,0.000014,0.001350,0.270918
78900,0.000017,0.001326,0.261270
78910,0.000013,0.001342,0.262626
78920,0.000014,0.001339,0.272505
78930,0.000018,0.001349,0.263961
78940,0.000015,0.001255,0.278221
78950,0.000014,0.001270,0.270837
78960,0.000020,0.001285,0.268125
78970,0.000058,0.001287,0.269775
78980,0.000012,0.001229,0.291535
78990,0.000032,0.001225,0.265272
79000,0.000012,0.001273,0.267040
79010,0.000014,0.001291,0.267150
79020,0.000017,0.001421,0.275003
79030,0.000015,0.001347,0.268510
79040,0.000012,0.001730,0.311893
79050,0.000013,0.001457,0.266044
79060,0.000035,0.001393,0.270394
79070,0.000014,0.001307,0.275678
79080,0.000012,0.001678,0.270471
79090,0.000013,0.001237,0.263345
79100,0.000011,0.001801,0.272701
79110,0.000014,0.001256,0.276977
79120,0.000010,0.001235,0.264874
79130,0.000014,0.001234,0.274586
79140,0.000014,0.001236,0.284109
79150,0.000014,0.001449,0.271009
79160,0.000012,0.001366,0.288858
79170,0.000018,0.001862,0.277084
79180,0.000014,0.001294,0.267492
79190,0.000018,0.001361,0.268884
79200,0.000016,0.001423,0.326092
79210,0.000015,0.001228,0.266164
79220,0.000012,0.001271,0.317385
79230,0.000015,0.001275,0.274293
79240,0.000014,0.001348,0.264185
79250,0.000043,0.001277,0.273626
79260,0.000013,0.001495,0.262174
79270,0.000013,0.001310,0.263713
79280,0.000014,0.001243,0.267901
79290,0.000016,0.001534,0.291789
79300,0.000010,0.001205,0.265109
79310,0.000014,0.001292,0.273281
79320,0.000022,0.001433,0.265699
79330,0.000012,0.001285,0.266919
79340,0.000013,0.001303,0.277569
79350,0.000010,0.001303,0.265737
79360,0.000011,0.001223,0.278550
79370,0.000014,0.001224,0.269247
79380,0.000017,0.001352,0.270301
79390,0.000015,0.001242,0.284169
79400,0.000013,0.001174,0.268362
79410,0.000014,0.001292,0.270904
79420,0.000014,0.001276,0.289246
79430,0.000021,0.001311,0.267510
79440,0.000014,0.001267,0.285082
79450,0.000011,0.001208,0.270674
79460,0.000013,0.001252,0.305011
79470,0.000014,0.001444,0.348236
79480,0.000022,0.002013,0.462076
79490,0.000019,0.002707,0.576196
79500,0.000024,0.002911,0.661956
79510,0.000022,0.003404,0.700572
79520,0.000022,0.003363,0.642354
79530,0.000022,0.002864,0.588095
79540,0.000017,0.002899,0.551456
79550,0.000029,0.002542,0.521464
79560,0.000016,0.002359,0.504370
79570,0.000024,0.002356,0.529822
79580,0.000018,0.002309,0.461524
79590,0.000017,0.002218,0.469441
79600,0.000023,0.002219,0.428834
79610,0.000017,0.002074,0.427751
79620,0.000016,0.002226,0.511181
79630,0.000015,0.002143,0.464660
79640,0.000018,0.002163,0.468590
79650,0.000017,0.001891,0.395348
79660,0.000016,0.001917,0.380493
79670,0.000022,0.001922,0.423254
79680,0.000016,0.001933,0.372501
79690,0.000015,0.001927,0.363479
79700,0.000019,0.001853,0.367607
79710,0.000015,0.001708,0.366053
79720,0.000015,0.001739,0.355204
79730,0.000015,0.001762,0.375444
79740,0.000015,0.001780,0.348196
79750,0.000015,0.001638,0.333559
79760,0.000015,0.001718,0.346483
79770,0.000015,0.001721,0.339150
79780,0.000016,0.001718,0.350513
79790,0.000014,0.001711,0.349812
79800,0.000016,0.001671,0.325807
79810,0.000012,0.001544,0.318260
79820,0.000015,0.001598,0.309549
79830,0.000014,0.001559,0.334048
79840,0.000014,0.001531,0.316568
79850,0.000017,0.001605,0.308105
79860,0.000015,0.001547,0.309411
79870,0.000015,0.001623,0.315536
79880,0.000016,0.001598,0.310075
79890,0.000014,0.001574,0.306774
79900,0.000014,0.001570,0.324395
79910,0.000014,0.001555,0.305923
79920,0.000011,0.001606,0.301936
79930,0.000012,0.001547,0.302301
79940,0.000018,0.001551,0.337962
79950,0.000015,0.001501,0.321976
79960,0.000013,0.001556,0.292824
79970,0.000013,0.001554,0.316683
79980,0.000015,0.001501,0.291896
79990,0.000014,0.001468,0.296536
80000,0.000011,0.001361,0.288149
80010,0.000014,0.001484,0.334481
80020,0.000013,0.001396,0.292549
80030,0.000015,0.001455,0.280032
80040,0.000014,0.001376,0.281977
80050,0.000014,0.001445,0.289205
80060,0.000015,0.001453,0.274101
80070,0.000033,0.001328,0.332498
80080,0.000014,0.001413,0.277715
80090,0.000011,0.001418,0.271940
80100,0.000030,0.001333,0.269878
80110,0.000014,0.001427,0.284652
80120,0.000014,0.001455,0.276200
80130,0.000012,0.001296,0.270752
80140,0.000012,0.001268,0.293857
80150,0.000014,0.001378,0.268136
80160,0.000013,0.001365,0.271526
80170,0.000014,0.001413,0.266539
80180,0.000028,0.001289,0.270464
80190,0.000013,0.001290,0.269397
80200,0.000014,0.001277,0.286479
80210,0.000027,0.001287,0.319237
80220,0.000013,0.001268,0.269718
80230,0.000013,0.001249,0.317625
80240,0.000013,0.001445,0.277601
80250,0.000013,0.001390,0.281991
80260,0.000014,0.001265,0.268803
80270,0.000013,0.001320,0.271638
80280,0.000017,0.001353,0.314660
80290,0.000014,0.001401,0.279994
80300,0.000015,0.001353,0.287658
80310,0.000012,0.001303,0.268926
80320,0.000013,0.001264,0.277532
80330,0.000013,0.001294,0.303217
80340,0.000013,0.001256,0.274430
80350,0.000013,0.001416,0.274024
80360,0.000014,0.001274,0.280964
80370,0.000021,0.001310,0.277912
80380,0.000015,0.001352,0.274491
80390,0.000013,0.001358,0.270761
80400,0.000010,0.001260,0.273939
80410,0.000012,0.001243,0.274657
80420,0.000015,0.001813,0.283833
80430,0.000011,0.001246,0.276507
80440,0.000016,0.001325,0.274858
80450,0.000013,0.001313,0.277024
80460,0.000014,0.001306,0.274603
80470,0.000013,0.001476,0.274405
80480,0.000010,0.001521,0.272425
80490,0.000017,0.001419,0.279258
80500,0.000013,0.001324,0.284476
80510,0.000014,0.001283,0.274063
80520,0.000017,0.001291,0.279774
80530,0.000016,0.001320,0.281425
80540,0.000014,0.001272,0.284936
80550,0.000010,0.001263,0.285544
80560,0.000013,0.001262,0.280318
80570,0.000014,0.001268,0.291214
80580,0.000014,0.001439,0.275605
80590,0.000012,0.001261,0.308645
80600,0.000015,0.001293,0.274820
80610,0.000010,0.001266,0.281633
80620,0.000021,0.001323,0.273088
80630,0.000019,0.001328,0.272044
80640,0.000025,0.001217,0.274276
80650,0.000011,0.001248,0.280924
80660,0.000013,0.001273,0.276732
80670,0.000014,0.001264,0.275556
80680,0.000010,0.001580,0.277832
80690,0.000022,0.001435,0.274530
80700,0.000014,0.001308,0.272863
80710,0.000015,0.001291,0.278136
80720,0.000013,0.001706,0.284996
80730,0.000028,0.001322,0.273857
80740,0.000014,0.001302,0.273879
80750,0.000011,0.001633,0.278694
80760,0.000031,0.001413,0.276448
80770,0.000014,0.001271,0.266945
80780,0.000027,0.001311,0.286226
80790,0.000012,0.001263,0.283196
80800,0.000015,0.001325,0.273121
80810,0.000029,0.001779,0.289017
80820,0.000013,0.001310,0.276863
80830,0.000010,0.001269,0.277225
80840,0.000015,0.001297,0.277583
80850,0.000014,0.001282,0.289825
80860,0.000010,0.001232,0.271851
80870,0.000016,0.001265,0.278376
80880,0.000015,0.001289,0.283846
80890,0.000013,0.001452,0.278026
80900,0.000011,0.001320,0.283730
80910,0.000037,0.001325,0.276130
80920,0.000014,0.001278,0.278727
80930,0.000010,0.001285,0.286160
80940,0.000014,0.001294,0.282023
80950,0.000014,0.001323,0.278500
80960,0.000010,0.001247,0.274671
80970,0.000015,0.001351,0.276125
80980,0.000015,0.001295,0.315928
80990,0.000019,0.001273,0.303586
81000,0.000037,0.001500,0.307670
81010,0.000014,0.001345,0.276658
81020,0.000014,0.001321,0.274511
81030,0.000028,0.001339,0.330481
81040,0.000015,0.001296,0.310354
81050,0.000013,0.001283,0.270985
81060,0.000030,0.001794,0.270841
81070,0.000012,0.001459,0.275207
81080,0.000011,0.001410,0.276729
81090,0.000016,0.001306,0.309370
81100,0.000015,0.001346,0.283749
81110,0.000013,0.001266,0.278771
81120,0.000011,0.001537,0.282093
81130,0.000012,0.001421,0.281352
81140,0.000014,0.001497,0.279250
81150,0.000013,0.001338,0.290167
81160,0.000035,0.001296,0.275990
81170,0.000011,0.001322,0.278687
81180,0.000010,0.001465,0.275725
81190,0.000011,0.001831,0.295928
81200,0.000013,0.001419,0.299537
81210,0.000011,0.001347,0.278199
81220,0.000011,0.001928,0.277032
81230,0.000014,0.001326,0.282844
81240,0.000013,0.001628,0.278332
81250,0.000015,0.001357,0.276051
81260,0.000013,0.001321,0.271864
81270,0.000011,0.001232,0.282062
81280,0.000013,0.001250,0.291115
81290,0.000011,0.001220,0.272051
81300,0.000012,0.001322,0.280593
81310,0.000013,0.001299,0.279607
81320,0.000016,0.001291,0.299508
81330,0.000036,0.001265,0.282502
81340,0.000014,0.001380,0.278393
81350,0.000014,0.001342,0.289907
81360,0.000013,0.001317,0.278560
81370,0.000027,0.001585,0.285756
81380,0.000015,0.001510,0.279447
81390,0.000014,0.001341,0.278348
81400,0.000034,0.001303,0.277319
81410,0.000014,0.001353,0.280893
81420,0.000019,0.001314,0.272941
81430,0.000022,0.001299,0.284357
81440,0.000014,0.001264,0.289302
81450,0.000014,0.001289,0.278038
81460,0.000018,0.001721,0.292513
81470,0.000013,0.001259,0.292815
81480,0.000013,0.001283,0.281160
81490,0.000015,0.001371,0.282058
81500,0.000014,0.001395,0.281316
81510,0.000031,0.001339,0.298027
81520,0.000010,0.001492,0.281526
81530,0.000014,0.001337,0.282068
81540,0.000013,0.001309,0.280550
81550,0.000011,0.001474,0.297828
81560,0.000012,0.001351,0.299582
81570,0.000013,0.001747,0.285522
81580,0.000011,0.001231,0.275704
81590,0.000012,0.001463,0.283368
81600,0.000014,0.001263,0.283039
81610,0.000011,0.001343,0.276319
81620,0.000014,0.001307,0.282414
81630,0.000016,0.001324,0.294043
81640,0.000014,0.001327,0.280387
81650,0.000011,0.001709,0.283452
81660,0.000014,0.001753,0.285421
81670,0.000015,0.001322,0.275534
81680,0.000033,0.001717,0.277058
81690,0.000014,0.001282,0.291858
81700,0.000011,0.001303,0.280169
81710,0.000030,0.001305,0.352490
81720,0.000014,0.001259,0.283352
81730,0.000010,0.001274,0.278516
81740,0.000026,0.001704,0.314460
81750,0.000017,0.001314,0.289251
81760,0.000010,0.001263,0.278657
81770,0.000040,0.001332,0.297659
81780,0.000014,0.001325,0.282023
81790,0.000013,0.001249,0.280154
81800,0.000012,0.001376,0.293529
81810,0.000014,0.001326,0.303178
81820,0.000015,0.001397,0.282631
81830,0.000032,0.001316,0.283532
81840,0.000011,0.001380,0.285535
81850,0.000014,0.001542,0.290197
81860,0.000013,0.001529,0.295668
81870,0.000014,0.001305,0.294564
81880,0.000027,0.001589,0.317037
81890,0.000013,0.001787,0.288143
81900,0.000011,0.001299,0.279806
81910,0.000015,0.001357,0.282633
81920,0.000016,0.001261,0.292060
81930,0.000027,0.001353,0.281741
81940,0.000050,0.001281,0.282827
81950,0.000014,0.001312,0.289267
81960,0.000014,0.001323,0.280732
81970,0.000030,0.001358,0.289660
81980,0.000013,0.001385,0.290303
81990,0.000016,0.001344,0.278179
82000,0.000016,0.001395,0.285299
82010,0.000014,0.001273,0.294268
82020,0.000015,0.001758,0.290096
82030,0.000014,0.001414,0.341389
82040,0.000016,0.001862,0.435858
82050,0.000019,0.002286,0.536306
82060,0.000023,0.002420,0.585087
82070,0.000017,0.002476,0.521829
82080,0.000019,0.003117,0.548108
82090,0.000018,0.002483,0.499855
82100,0.000016,0.002421,0.472824
82110,0.000018,0.002163,0.455629
82120,0.000018,0.002351,0.487701
82130,0.000022,0.002082,0.444241
82140,0.000014,0.002066,0.442253
82150,0.000015,0.002482,0.434343
82160,0.000016,0.002091,0.417614
82170,0.000016,0.002023,0.391150
82180,0.000013,0.002000,0.408354
82190,0.000016,0.001831,0.437714
82200,0.000017,0.001959,0.375013
82210,0.000015,0.001840,0.381870
82220,0.000015,0.001913,0.378950
82230,0.000014,0.001767,0.366370
82240,0.000014,0.001800,0.376965
82250,0.000015,0.001855,0.368912
82260,0.000015,0.001863,0.367050
82270,0.000021,0.001842,0.364790
82280,0.000015,0.001776,0.344433
82290,0.000012,0.001640,0.361418
82300,0.000022,0.001745,0.352403
82310,0.000015,0.001780,0.344247
82320,0.000016,0.001719,0.345913
82330,0.000015,0.001773,0.349296
82340,0.000016,0.001717,0.334567
82350,0.000016,0.001657,0.327462
82360,0.000017,0.001589,0.330250
82370,0.000015,0.001622,0.336594
82380,0.000013,0.002098,0.331340
82390,0.000016,0.001660,0.317740
82400,0.000016,0.001504,0.311625
82410,0.000013,0.001537,0.325681
82420,0.000021,0.001599,0.319261
82430,0.000013,0.001600,0.321730
82440,0.000014,0.001626,0.319484
82450,0.000015,0.001550,0.304380
82460,0.000014,0.001964,0.326539
82470,0.000024,0.001497,0.315558
82480,0.000014,0.001415,0.306787
82490,0.000015,0.001475,0.310415
82500,0.000020,0.001472,0.309994
82510,0.000014,0.001469,0.300436
82520,0.000011,0.001431,0.302862
82530,0.000014,0.001845,0.307132
82540,0.000014,0.001509,0.335168
82550,0.000019,0.001888,0.313082
82560,0.000017,0.001496,0.295472
82570,0.000014,0.001417,0.294909
82580,0.000011,0.001393,0.283846
82590,0.000014,0.001422,0.310086
82600,0.000015,0.001381,0.302405
82610,0.000015,0.001420,0.290851
82620,0.000013,0.001344,0.303734
82630,0.000015,0.001461,0.318963
82640,0.000031,0.001345,0.339519
82650,0.000014,0.001464,0.287416
82660,0.000021,0.001462,0.286246
82670,0.000014,0.001420,0.289030
82680,0.000014,0.001424,0.300448
82690,0.000015,0.001463,0.278265
82700,0.000016,0.001279,0.285739
82710,0.000013,0.001419,0.279097
82720,0.000013,0.001597,0.279517
82730,0.000018,0.001427,0.276728
82740,0.000012,0.001415,0.283727
82750,0.000014,0.001384,0.318347
82760,0.000052,0.001350,0.308840
82770,0.000010,0.001313,0.281862
82780,0.000012,0.001363,0.287866
82790,0.000014,0.001305,0.290554
82800,0.000021,0.001345,0.287022
82810,0.000016,0.001417,0.316695
82820,0.000013,0.001467,0.285231
82830,0.000011,0.001278,0.281064
82840,0.000015,0.001861,0.290963
82850,0.000013,0.001250,0.286854
82860,0.000014,0.002384,0.289337
82870,0.000012,0.001748,0.289975
82880,0.000012,0.001363,0.289768
82890,0.000014,0.001333,0.289442
82900,0.000011,0.001524,0.293359
82910,0.000012,0.001419,0.296229
82920,0.000014,0.001290,0.286727
82930,0.000020,0.001383,0.297243
82940,0.000013,0.001347,0.338071
82950,0.000010,0.001322,0.283608
82960,0.000023,0.001278,0.290683
82970,0.000012,0.001327,0.290997
82980,0.000010,0.001332,0.284825
82990,0.000012,0.001271,0.286618
83000,0.000012,0.001712,0.294833
83010,0.000020,0.001299,0.331459
83020,0.000033,0.001361,0.296519
83030,0.000013,0.001644,0.290035
83040,0.000014,0.001378,0.287989
83050,0.000011,0.001390,0.292358
83060,0.000029,0.001318,0.338036
83070,0.000015,0.001313,0.286441
83080,0.000012,0.001282,0.287090
83090,0.000019,0.001835,0.290069
83100,0.000014,0.001304,0.293818
83110,0.000013,0.001616,0.334885
83120,0.000014,0.001320,0.291289
83130,0.000010,0.001341,0.287726
83140,0.000015,0.001331,0.291154
83150,0.000015,0.001601,0.287398
83160,0.000015,0.001379,0.296805
83170,0.000014,0.001365,0.288974
83180,0.000010,0.001341,0.299082
83190,0.000015,0.001354,0.291802
83200,0.000014,0.001274,0.295047
83210,0.000013,0.001289,0.281902
83220,0.000011,0.001327,0.297949
83230,0.000013,0.001427,0.308143
83240,0.000015,0.001335,0.289148
83250,0.000012,0.001653,0.293377
83260,0.000013,0.001364,0.339210
83270,0.000010,0.001348,0.284305
83280,0.000034,0.001345,0.288547
83290,0.000011,0.001313,0.293489
83300,0.000012,0.001563,0.285848
83310,0.000013,0.001270,0.297389
83320,0.000015,0.001430,0.285751
83330,0.000012,0.001324,0.312997
83340,0.000014,0.001319,0.288913
83350,0.000014,0.001376,0.293767
83360,0.000012,0.001314,0.290661
83370,0.000010,0.001313,0.293262
83380,0.000014,0.001347,0.304468
83390,0.000013,0.001469,0.292900
83400,0.000014,0.001370,0.289391
83410,0.000028,0.001346,0.293606
83420,0.000013,0.001349,0.302880
83430,0.000015,0.001349,0.287167
83440,0.000012,0.001347,0.289087
83450,0.000015,0.001384,0.333026
83460,0.000010,0.001344,0.284998
83470,0.000014,0.001350,0.327167
83480,0.000013,0.001368,0.296587
83490,0.000015,0.001330,0.286786
83500,0.000012,0.001317,0.290244
83510,0.000014,0.001602,0.300456
83520,0.000010,0.001352,0.288475
83530,0.000017,0.001317,0.298842
83540,0.000015,0.001789,0.290668
83550,0.000010,0.001275,0.284256
83560,0.000018,0.001299,0.313014
83570,0.000014,0.001525,0.292814
83580,0.000014,0.001356,0.296461
83590,0.000013,0.001327,0.290944
83600,0.000014,0.001405,0.308588
83610,0.000014,0.001340,0.290230
83620,0.000013,0.001335,0.290558
83630,0.000010,0.001359,0.288008
83640,0.000035,0.001365,0.293952
83650,0.000015,0.001414,0.294207
83660,0.000014,0.001359,0.288169
83670,0.000017,0.001367,0.291617
83680,0.000012,0.001291,0.296229
83690,0.000014,0.001307,0.290528
83700,0.000014,0.001471,0.287588
83710,0.000013,0.001369,0.297437
83720,0.000010,0.001333,0.288426
83730,0.000017,0.001347,0.294198
83740,0.000013,0.001902,0.301867
83750,0.000011,0.001315,0.292260
83760,0.000037,0.001777,0.306141
83770,0.000014,0.001345,0.290906
83780,0.000014,0.001368,0.309862
83790,0.000013,0.001324,0.293238
83800,0.000014,0.001457,0.300910
83810,0.000015,0.001472,0.296313
83820,0.000013,0.001887,0.292154
83830,0.000015,0.001331,0.291051
83840,0.000016,0.001368,0.301996
83850,0.000015,0.001318,0.293202
83860,0.000010,0.001251,0.297779
83870,0.000013,0.001998,0.294974
83880,0.000014,0.001379,0.301427
83890,0.000014,0.001439,0.290260
83900,0.000014,0.001319,0.306515
83910,0.000014,0.001343,0.296545
83920,0.000013,0.001332,0.322681
83930,0.000013,0.001324,0.297205
83940,0.000022,0.001335,0.289576
83950,0.000013,0.001324,0.310230
83960,0.000013,0.001360,0.299174
83970,0.000015,0.001378,0.296957
83980,0.000012,0.001589,0.294076
83990,0.000014,0.001413,0.293854
84000,0.000013,0.001318,0.338045
84010,0.000013,0.001355,0.297269
84020,0.000018,0.001364,0.298224
84030,0.000013,0.001366,0.290961
84040,0.000011,0.001363,0.305221
84050,0.000013,0.001370,0.286659
84060,0.000012,0.001390,0.295565
84070,0.000014,0.001428,0.287626
84080,0.000010,0.001339,0.295634
84090,0.000012,0.001419,0.300059
84100,0.000019,0.001400,0.297953
84110,0.000013,0.001332,0.298337
84120,0.000011,0.001884,0.298343
84130,0.000012,0.001327,0.296531
84140,0.000013,0.001349,0.337285
84150,0.000012,0.001351,0.317337
84160,0.000013,0.001400,0.327507
84170,0.000010,0.001358,0.306620
84180,0.000012,0.001401,0.290552
84190,0.000014,0.001736,0.326241
84200,0.000010,0.001325,0.302690
84210,0.000012,0.001852,0.309843
84220,0.000014,0.001416,0.322043
84230,0.000010,0.001312,0.288219
84240,0.000011,0.001863,0.298188
84250,0.000015,0.001603,0.313714
84260,0.000010,0.001351,0.294087
84270,0.000015,0.001325,0.292692
84280,0.000014,0.001815,0.300425
84290,0.000013,0.001345,0.292476
84300,0.000011,0.001436,0.299273
84310,0.000014,0.001328,0.297097
84320,0.000019,0.001404,0.305224
84330,0.000015,0.001354,0.297074
84340,0.000010,0.001396,0.308120
84350,0.000018,0.001400,0.290480
84360,0.000014,0.001363,0.306522
84370,0.000011,0.001364,0.300647
84380,0.000015,0.001327,0.292763
84390,0.000015,0.001634,0.295421
84400,0.000013,0.001548,0.292042
84410,0.000030,0.001345,0.307768
84420,0.000015,0.001415,0.298338
84430,0.000016,0.001327,0.293366
84440,0.000011,0.001383,0.298164
84450,0.000014,0.001347,0.302822
84460,0.000014,0.001373,0.290266
84470,0.000016,0.001399,0.298106
84480,0.000016,0.001355,0.293788
84490,0.000010,0.001402,0.294281
84500,0.000012,0.001400,0.329137
84510,0.000014,0.001400,0.301523
84520,0.000014,0.001391,0.294913
84530,0.000016,0.001374,0.299075
84540,0.000019,0.001397,0.290969
84550,0.000010,0.001344,0.292422
84560,0.000024,0.001385,0.369752
84570,0.000016,0.001327,0.305589
84580,0.000013,0.002532,0.299853
84590,0.000014,0.001351,0.295755
84600,0.000013,0.001366,0.296585
84610,0.000015,0.001724,0.298854
84620,0.000014,0.001362,0.295451
84630,0.000013,0.001331,0.299914
84640,0.000014,0.001337,0.297912
84650,0.000014,0.001361,0.295618
84660,0.000010,0.001371,0.298957
84670,0.000011,0.001486,0.306993
84680,0.000014,0.001387,0.296449
84690,0.000014,0.001373,0.299826
84700,0.000014,0.001367,0.295729
84710,0.000015,0.001420,0.379733
84720,0.000013,0.001376,0.303165
84730,0.000013,0.001333,0.296465
84740,0.000016,0.001478,0.294466
84750,0.000010,0.001357,0.297959
84760,0.000027,0.001937,0.301270
84770,0.000015,0.001372,0.297807
84780,0.000014,0.001327,0.301184
84790,0.000012,0.001359,0.301047
84800,0.000013,0.001429,0.318342
84810,0.000013,0.001328,0.307748
84820,0.000012,0.001348,0.295891
84830,0.000014,0.001399,0.313197
84840,0.000029,0.001459,0.310664
84850,0.000013,0.001431,0.299550
84860,0.000014,0.001404,0.305830
84870,0.000015,0.001341,0.296319
84880,0.000013,0.001389,0.296324
84890,0.000015,0.001365,0.291297
84900,0.000032,0.001393,0.307963
84910,0.000014,0.001378,0.301814
84920,0.000014,0.001516,0.297298
84930,0.000012,0.001385,0.302239
84940,0.000013,0.001364,0.321754
84950,0.000014,0.001359,0.301478
84960,0.000015,0.001355,0.301368
84970,0.000014,0.001806,0.303091
84980,0.000014,0.001371,0.296254
84990,0.000015,0.001364,0.302142
85000,0.000013,0.001381,0.301131
85010,0.000018,0.001331,0.307940
85020,0.000012,0.001346,0.304473
85030,0.000017,0.001882,0.338390
85040,0.000014,0.001350,0.295945
85050,0.000011,0.001412,0.303758
85060,0.000035,0.001394,0.297245
85070,0.000013,0.001381,0.297131
85080,0.000033,0.001774,0.315384
85090,0.000013,0.001415,0.298465
85100,0.000014,0.001350,0.297492
85110,0.000012,0.001349,0.307113
85120,0.000020,0.001382,0.341462
85130,0.000013,0.001332,0.298250
85140,0.000012,0.001469,0.305647
85150,0.000014,0.001351,0.342521
85160,0.000010,0.001623,0.298942
85170,0.000011,0.001389,0.315416
85180,0.000011,0.001334,0.426991
85190,0.000021,0.001772,0.397239
85200,0.000014,0.001429,0.328077
85210,0.000032,0.001702,0.296318
85220,0.000012,0.001528,0.298516
85230,0.000014,0.001387,0.292653
85240,0.000013,0.001331,0.313055
85250,0.000013,0.001305,0.300176
85260,0.000013,0.001434,0.288566
85270,0.000012,0.001578,0.292270
85280,0.000015,0.001325,0.288772
85290,0.000013,0.001325,0.298526
85300,0.000028,0.001304,0.291270
85310,0.000015,0.001429,0.293087
85320,0.000013,0.001335,0.289123
85330,0.000013,0.001311,0.300253
85340,0.000012,0.001371,0.330723
85350,0.000014,0.001367,0.294171
85360,0.000024,0.001307,0.306744
85370,0.000012,0.001359,0.288712
85380,0.000010,0.001484,0.298536
85390,0.000013,0.001387,0.300234
85400,0.000013,0.001452,0.294049
85410,0.000013,0.001415,0.294275
85420,0.000014,0.001405,0.291733
85430,0.000029,0.001383,0.296767
85440,0.000014,0.001488,0.289917
85450,0.000025,0.001359,0.292923
85460,0.000013,0.001335,0.289472
85470,0.000012,0.001360,0.300955
85480,0.000014,0.001328,0.291967
85490,0.000012,0.001341,0.321518
85500,0.000013,0.001340,0.297008
85510,0.000012,0.001290,0.303590
85520,0.000012,0.001630,0.296447
85530,0.000029,0.001346,0.292211
85540,0.000035,0.001980,0.297606
85550,0.000026,0.001277,0.298272
85560,0.000014,0.001346,0.294685
85570,0.000012,0.001406,0.299507
85580,0.000012,0.001437,0.294137
85590,0.000013,0.001309,0.301436
85600,0.000013,0.001458,0.293925
85610,0.000011,0.001520,0.292890
85620,0.000012,0.001435,0.293814
85630,0.000012,0.001549,0.292119
85640,0.000012,0.001378,0.308577
85650,0.000013,0.001334,0.291185
85660,0.000013,0.001326,0.297315
85670,0.000032,0.001390,0.292650
85680,0.000013,0.001388,0.294444
85690,0.000013,0.001375,0.299155
85700,0.000014,0.001752,0.292827
85710,0.000013,0.001414,0.298895
85720,0.000014,0.001410,0.334392
85730,0.000013,0.001678,0.291680
85740,0.000011,0.001393,0.297642
85750,0.000012,0.001512,0.293153
85760,0.000012,0.001365,0.314521
85770,0.000013,0.001472,0.291891
85780,0.000013,0.001966,0.327067
85790,0.000013,0.001414,0.295039
85800,0.000017,0.001313,0.292106
85810,0.000012,0.001315,0.296594
85820,0.000012,0.001329,0.293966
85830,0.000014,0.001381,0.338367
85840,0.000012,0.001300,0.297742
85850,0.000012,0.001319,0.294433
85860,0.000024,0.001310,0.296904
85870,0.000020,0.001409,0.293658
85880,0.000013,0.001371,0.315356
85890,0.000014,0.001356,0.296124
85900,0.000014,0.001373,0.329585
85910,0.000013,0.002148,0.295064
85920,0.000013,0.001351,0.294244
85930,0.000012,0.001452,0.293760
85940,0.000012,0.001331,0.297968
85950,0.000012,0.001634,0.334245
85960,0.000011,0.001664,0.297932
85970,0.000014,0.001429,0.290593
85980,0.000012,0.001434,0.375785
85990,0.000014,0.001453,0.313841
86000,0.000013,0.001313,0.302028
86010,0.000014,0.001337,0.295264
86020,0.000012,0.001386,0.295980
86030,0.000012,0.001346,0.293242
86040,0.000014,0.001304,0.300656
86050,0.000014,0.001580,0.293882
86060,0.000014,0.001613,0.294418
86070,0.000032,0.001330,0.290308
86080,0.000025,0.002090,0.297808
86090,0.000014,0.001336,0.298686
86100,0.000012,0.001338,0.314663
86110,0.000013,0.001368,0.303446
